"SCCS ID","SOCIETY NAME","OWC","EA-SUB-PER","EA-GA","EA-HU","EA-FI","EA-AH","EA-AG","subsistence_domain","CAL1","CAL1A_scale_of_sub","CAL1B_frequency","CAL1C_gender","practiced","cooperation_present","EA_dependence"
65,"Kazakh","RQ02","0,1,0,8,1",0,1,0,8,1,"AH",1,1,NA,NA,1,1,8
65,"Kazakh","RQ02","0,1,0,8,1",0,1,0,8,1,"AG",1,1,NA,NA,1,1,1
53,"Nenets","RU04","0,3,3,4,0",0,3,3,4,0,"GA",NA,NA,NA,NA,0,NA,0
53,"Nenets","RU04","0,3,3,4,0",0,3,3,4,0,"HU",0,0,0,NA,1,0,3
53,"Nenets","RU04","0,3,3,4,0",0,3,3,4,0,"FI",1,2,3,NA,1,1,3
53,"Nenets","RU04","0,3,3,4,0",0,3,3,4,0,"AH",2,3,2,NA,1,1,4
53,"Nenets","RU04","0,3,3,4,0",0,3,3,4,0,"AG",2,3,NA,NA,1,1,0
NA,"Yakut","RV02","1,2,2,4,1",1,2,2,4,1,"GA",NA,NA,NA,NA,NA,NA,1
NA,"Yakut","RV02","1,2,2,4,1",1,2,2,4,1,"HU",NA,NA,NA,NA,NA,NA,2
NA,"Yakut","RV02","1,2,2,4,1",1,2,2,4,1,"FI",NA,NA,NA,NA,NA,NA,2
NA,"Yakut","RV02","1,2,2,4,1",1,2,2,4,1,"AH",0,0,0,NA,1,0,4
NA,"Yakut","RV02","1,2,2,4,1",1,2,2,4,1,"AG",0,0,0,NA,1,0,1
119,"Nivkh","RX02","2,3,5,0,0",2,3,5,0,0,"GA",NA,NA,NA,NA,NA,NA,2
119,"Nivkh","RX02","2,3,5,0,0",2,3,5,0,0,"HU",2,3,2,5,1,1,3
119,"Nivkh","RX02","2,3,5,0,0",2,3,5,0,0,"FI",2,3,2,5,1,1,5
119,"Nivkh","RX02","2,3,5,0,0",2,3,5,0,0,"AH",NA,NA,NA,NA,0,NA,0
119,"Nivkh","RX02","2,3,5,0,0",2,3,5,0,0,"AG",NA,NA,NA,NA,0,NA,0
121,"Chukchee","RY02","0,2,3,5,0",0,2,3,5,0,"GA",NA,NA,NA,NA,0,NA,0
121,"Chukchee","RY02","0,2,3,5,0",0,2,3,5,0,"HU",1,1,2,5,1,1,2
121,"Chukchee","RY02","0,2,3,5,0",0,2,3,5,0,"FI",NA,NA,NA,NA,NA,NA,3
121,"Chukchee","RY02","0,2,3,5,0",0,2,3,5,0,"AH",2,3,2,NA,1,1,5
121,"Chukchee","RY02","0,2,3,5,0",0,2,3,5,0,"AG",NA,NA,NA,NA,0,NA,0
156,"Miskito","SA15","3,2,2,1,2",3,2,2,1,2,"GA",NA,NA,NA,NA,NA,NA,3
156,"Miskito","SA15","3,2,2,1,2",3,2,2,1,2,"HU",NA,NA,NA,NA,NA,NA,2
156,"Miskito","SA15","3,2,2,1,2",3,2,2,1,2,"FI",NA,NA,NA,NA,NA,NA,2
156,"Miskito","SA15","3,2,2,1,2",3,2,2,1,2,"AH",NA,NA,NA,NA,NA,NA,1
156,"Miskito","SA15","3,2,2,1,2",3,2,2,1,2,"AG",1,3,2,3,1,1,2
158,"Kuna","SB05","0,1,3,0,6",0,1,3,0,6,"GA",NA,NA,NA,NA,0,NA,0
158,"Kuna","SB05","0,1,3,0,6",0,1,3,0,6,"HU",2,2,1,5,1,1,1
158,"Kuna","SB05","0,1,3,0,6",0,1,3,0,6,"FI",2,1.5,3,5,1,1,3
158,"Kuna","SB05","0,1,3,0,6",0,1,3,0,6,"AH",NA,NA,NA,NA,0,NA,0
158,"Kuna","SB05","0,1,3,0,6",0,1,3,0,6,"AG",2,2.5,3,3,1,1,6
NA,"Kogi","SC07","0,0,0,2,8",0,0,0,2,8,"GA",NA,NA,NA,NA,0,NA,0
NA,"Kogi","SC07","0,0,0,2,8",0,0,0,2,8,"HU",NA,NA,NA,NA,0,NA,0
NA,"Kogi","SC07","0,0,0,2,8",0,0,0,2,8,"FI",NA,NA,NA,NA,0,NA,0
NA,"Kogi","SC07","0,0,0,2,8",0,0,0,2,8,"AH",NA,NA,NA,NA,NA,NA,2
NA,"Kogi","SC07","0,0,0,2,8",0,0,0,2,8,"AG",1,2,1,NA,1,1,8
159,"Goajiro","SC13","0,1,1,7,1",0,1,1,7,1,"GA",NA,NA,NA,NA,0,NA,0
159,"Goajiro","SC13","0,1,1,7,1",0,1,1,7,1,"HU",NA,NA,NA,NA,NA,NA,1
159,"Goajiro","SC13","0,1,1,7,1",0,1,1,7,1,"FI",NA,NA,NA,NA,NA,NA,1
159,"Goajiro","SC13","0,1,1,7,1",0,1,1,7,1,"AH",1,2,1,NA,1,1,7
159,"Goajiro","SC13","0,1,1,7,1",0,1,1,7,1,"AG",2,2.5,2,NA,1,1,1
168,"Chachi","SD06","1,1,2,1,5",1,1,2,1,5,"GA",NA,NA,NA,NA,NA,NA,1
168,"Chachi","SD06","1,1,2,1,5",1,1,2,1,5,"HU",2,1,3,5,1,1,1
168,"Chachi","SD06","1,1,2,1,5",1,1,2,1,5,"FI",NA,NA,NA,NA,NA,NA,2
168,"Chachi","SD06","1,1,2,1,5",1,1,2,1,5,"AH",NA,NA,NA,NA,NA,NA,1
168,"Chachi","SD06","1,1,2,1,5",1,1,2,1,5,"AG",0,0,0,NA,1,0,5
172,"Aymara","SF05","0,0,1,3,6",0,0,1,3,6,"GA",NA,NA,NA,NA,0,NA,0
172,"Aymara","SF05","0,0,1,3,6",0,0,1,3,6,"HU",2,3,1,NA,1,1,0
172,"Aymara","SF05","0,0,1,3,6",0,0,1,3,6,"FI",NA,NA,NA,NA,NA,NA,1
172,"Aymara","SF05","0,0,1,3,6",0,0,1,3,6,"AH",NA,NA,NA,NA,NA,NA,3
172,"Aymara","SF05","0,0,1,3,6",0,0,1,3,6,"AG",2,2.5,NA,3,1,1,6
173,"Sirionó","SF21","3,5,1,0,1",3,5,1,0,1,"GA",0,0,0,NA,1,0,3
173,"Sirionó","SF21","3,5,1,0,1",3,5,1,0,1,"HU",1,2,3,5,1,1,5
173,"Sirionó","SF21","3,5,1,0,1",3,5,1,0,1,"FI",NA,NA,NA,NA,NA,NA,1
173,"Sirionó","SF21","3,5,1,0,1",3,5,1,0,1,"AH",NA,NA,NA,NA,0,NA,0
173,"Sirionó","SF21","3,5,1,0,1",3,5,1,0,1,"AG",NA,NA,NA,NA,NA,NA,1
184,"Mapuche","SG04","1,0,1,2,6",1,0,1,2,6,"GA",NA,NA,NA,NA,NA,NA,1
184,"Mapuche","SG04","1,0,1,2,6",1,0,1,2,6,"HU",NA,NA,NA,NA,0,NA,0
184,"Mapuche","SG04","1,0,1,2,6",1,0,1,2,6,"FI",NA,NA,NA,NA,NA,NA,1
184,"Mapuche","SG04","1,0,1,2,6",1,0,1,2,6,"AH",1,1.5,2,5,1,1,2
184,"Mapuche","SG04","1,0,1,2,6",1,0,1,2,6,"AG",1,1.5,2,4,1,1,6
NA,"Ona","SH04","1,6,3,0,0",1,6,3,0,0,"GA",0,0,0,NA,1,0,1
NA,"Ona","SH04","1,6,3,0,0",1,6,3,0,0,"HU",2,2.5,3,5,1,1,6
NA,"Ona","SH04","1,6,3,0,0",1,6,3,0,0,"FI",0,0,0,NA,1,0,3
NA,"Ona","SH04","1,6,3,0,0",1,6,3,0,0,"AH",NA,NA,NA,NA,0,NA,0
NA,"Ona","SH04","1,6,3,0,0",1,6,3,0,0,"AG",NA,NA,NA,NA,0,NA,0
185,"Tehuelche","SH05","2,7,1,0,0",2,7,1,0,0,"GA",NA,NA,NA,NA,NA,NA,2
185,"Tehuelche","SH05","2,7,1,0,0",2,7,1,0,0,"HU",2,3,4,5,1,1,7
185,"Tehuelche","SH05","2,7,1,0,0",2,7,1,0,0,"FI",NA,NA,NA,NA,NA,NA,1
185,"Tehuelche","SH05","2,7,1,0,0",2,7,1,0,0,"AH",NA,NA,NA,NA,NA,NA,0
185,"Tehuelche","SH05","2,7,1,0,0",2,7,1,0,0,"AG",NA,NA,NA,NA,NA,NA,0
186,"Yahgan","SH06","1,2,7,0,0",1,2,7,0,0,"GA",2,3,3,3,1,1,1
186,"Yahgan","SH06","1,2,7,0,0",1,2,7,0,0,"HU",2,3,3,3,1,1,2
186,"Yahgan","SH06","1,2,7,0,0",1,2,7,0,0,"FI",2,3,3,3,1,1,7
186,"Yahgan","SH06","1,2,7,0,0",1,2,7,0,0,"AH",NA,NA,NA,NA,0,NA,0
186,"Yahgan","SH06","1,2,7,0,0",1,2,7,0,0,"AG",NA,NA,NA,NA,0,NA,0
NA,"Mataco","SI07","2,0,0,2,6",2,0,0,2,6,"GA",NA,NA,NA,NA,NA,NA,2
NA,"Mataco","SI07","2,0,0,2,6",2,0,0,2,6,"HU",1,NA,1,NA,1,1,0
NA,"Mataco","SI07","2,0,0,2,6",2,0,0,2,6,"FI",1,NA,2,NA,1,1,0
NA,"Mataco","SI07","2,0,0,2,6",2,0,0,2,6,"AH",NA,NA,NA,NA,NA,NA,2
NA,"Mataco","SI07","2,0,0,2,6",2,0,0,2,6,"AG",2,3,NA,NA,1,1,6
182,"Enxet and Enlhet","SK15","2,5,2,0,1",2,5,2,0,1,"GA",NA,NA,NA,NA,NA,NA,2
182,"Enxet and Enlhet","SK15","2,5,2,0,1",2,5,2,0,1,"HU",1,2,3,5,1,1,5
182,"Enxet and Enlhet","SK15","2,5,2,0,1",2,5,2,0,1,"FI",0,0,0,NA,1,0,2
182,"Enxet and Enlhet","SK15","2,5,2,0,1",2,5,2,0,1,"AH",NA,NA,NA,NA,0,NA,0
182,"Enxet and Enlhet","SK15","2,5,2,0,1",2,5,2,0,1,"AG",NA,NA,NA,NA,NA,NA,1
181,"Guaraní","SM04","2,2,1,0,5",2,2,1,0,5,"GA",NA,NA,NA,NA,NA,NA,2
181,"Guaraní","SM04","2,2,1,0,5",2,2,1,0,5,"HU",NA,NA,NA,NA,NA,NA,2
181,"Guaraní","SM04","2,2,1,0,5",2,2,1,0,5,"FI",NA,NA,NA,NA,NA,NA,1
181,"Guaraní","SM04","2,2,1,0,5",2,2,1,0,5,"AH",NA,NA,NA,NA,0,NA,0
181,"Guaraní","SM04","2,2,1,0,5",2,2,1,0,5,"AG",2,3,NA,3,1,1,5
NA,"Bahia Brazilians","SO11","0,1,1,2,6",0,1,1,2,6,"GA",NA,NA,NA,NA,0,NA,0
NA,"Bahia Brazilians","SO11","0,1,1,2,6",0,1,1,2,6,"HU",NA,NA,NA,NA,NA,NA,1
NA,"Bahia Brazilians","SO11","0,1,1,2,6",0,1,1,2,6,"FI",2,1,1,5,1,1,1
NA,"Bahia Brazilians","SO11","0,1,1,2,6",0,1,1,2,6,"AH",NA,NA,NA,NA,NA,NA,2
NA,"Bahia Brazilians","SO11","0,1,1,2,6",0,1,1,2,6,"AG",0,0,0,NA,1,0,6
NA,"Bororo","SP08","4,5,1,0,0",4,5,1,0,0,"GA",NA,NA,NA,NA,NA,NA,4
NA,"Bororo","SP08","4,5,1,0,0",4,5,1,0,0,"HU",2,3,3,NA,1,1,5
NA,"Bororo","SP08","4,5,1,0,0",4,5,1,0,0,"FI",2,3,3,5,1,1,1
NA,"Bororo","SP08","4,5,1,0,0",4,5,1,0,0,"AH",NA,NA,NA,NA,0,NA,0
NA,"Bororo","SP08","4,5,1,0,0",4,5,1,0,0,"AG",2,3,NA,3,1,1,0
163,"Yanomama","SQ18","1,0,0,0,9",1,0,0,0,9,"GA",NA,NA,NA,NA,NA,NA,1
163,"Yanomama","SQ18","1,0,0,0,9",1,0,0,0,9,"HU",1,2,1,5,1,1,0
163,"Yanomama","SQ18","1,0,0,0,9",1,0,0,0,9,"FI",NA,NA,NA,NA,0,NA,0
163,"Yanomama","SQ18","1,0,0,0,9",1,0,0,0,9,"AH",NA,NA,NA,NA,0,NA,0
163,"Yanomama","SQ18","1,0,0,0,9",1,0,0,0,9,"AG",1,2,3,NA,1,1,9
167,"Tukano","SQ19","1,1,3,0,5",1,1,3,0,5,"GA",2,3,NA,1,1,1,1
167,"Tukano","SQ19","1,1,3,0,5",1,1,3,0,5,"HU",2,1,NA,5,1,1,1
167,"Tukano","SQ19","1,1,3,0,5",1,1,3,0,5,"FI",1,3,2,5,1,1,3
167,"Tukano","SQ19","1,1,3,0,5",1,1,3,0,5,"AH",NA,NA,NA,NA,0,NA,0
167,"Tukano","SQ19","1,1,3,0,5",1,1,3,0,5,"AG",1,3,2,5,1,1,5
164,"Barama River Carib","SR09","2,2,2,0,4",2,2,2,0,4,"GA",2,NA,NA,1,1,1,2
164,"Barama River Carib","SR09","2,2,2,0,4",2,2,2,0,4,"HU",1,2,1,5,1,1,2
164,"Barama River Carib","SR09","2,2,2,0,4",2,2,2,0,4,"FI",1,2.5,1,3,1,1,2
164,"Barama River Carib","SR09","2,2,2,0,4",2,2,2,0,4,"AH",NA,NA,NA,NA,0,NA,0
164,"Barama River Carib","SR09","2,2,2,0,4",2,2,2,0,4,"AG",1,1,1,3,1,1,4
165,"Saramaka","SR15","1,2,2,0,5",1,2,2,0,5,"GA",NA,NA,NA,NA,NA,NA,1
165,"Saramaka","SR15","1,2,2,0,5",1,2,2,0,5,"HU",NA,NA,NA,NA,NA,NA,2
165,"Saramaka","SR15","1,2,2,0,5",1,2,2,0,5,"FI",NA,NA,NA,NA,NA,NA,2
165,"Saramaka","SR15","1,2,2,0,5",1,2,2,0,5,"AH",NA,NA,NA,NA,NA,NA,0
165,"Saramaka","SR15","1,2,2,0,5",1,2,2,0,5,"AG",2,1.5,2,5,1,1,5
162,"Warao","SS18","4,3,2,0,1",4,3,2,0,1,"GA",2,3,4,NA,1,1,4
162,"Warao","SS18","4,3,2,0,1",4,3,2,0,1,"HU",0,0,0,NA,1,0,3
162,"Warao","SS18","4,3,2,0,1",4,3,2,0,1,"FI",0,0,0,NA,1,0,2
162,"Warao","SS18","4,3,2,0,1",4,3,2,0,1,"AH",NA,NA,NA,NA,NA,NA,0
162,"Warao","SS18","4,3,2,0,1",4,3,2,0,1,"AG",0,0,0,NA,1,0,1
160,"Haitians","SV03","0,0,0,2,8",0,0,0,2,8,"GA",NA,NA,NA,NA,0,NA,0
160,"Haitians","SV03","0,0,0,2,8",0,0,0,2,8,"HU",NA,NA,NA,NA,0,NA,0
160,"Haitians","SV03","0,0,0,2,8",0,0,0,2,8,"FI",NA,NA,NA,NA,0,NA,0
160,"Haitians","SV03","0,0,0,2,8",0,0,0,2,8,"AH",NA,NA,NA,NA,NA,NA,2
160,"Haitians","SV03","0,0,0,2,8",0,0,0,2,8,"AG",2,3,4,4,1,1,8
179,"Xavante","SV26","4,3,1,0,2",4,3,1,0,2,"GA",0,0,0,NA,1,0,4
179,"Xavante","SV26","4,3,1,0,2",4,3,1,0,2,"HU",1,3,NA,5,1,1,3
179,"Xavante","SV26","4,3,1,0,2",4,3,1,0,2,"FI",NA,NA,NA,NA,NA,NA,1
179,"Xavante","SV26","4,3,1,0,2",4,3,1,0,2,"AH",NA,NA,NA,NA,0,NA,0
179,"Xavante","SV26","4,3,1,0,2",4,3,1,0,2,"AG",0,0,0,NA,1,0,2
